2011-11-09,1317470.2
2011-11-10,1306466.3
2011-11-11,1338280.5
2011-11-14,1327351.8
2011-11-15,1357934.9
2011-11-16,1332363.0
2011-11-17,1310407.8
2011-11-18,1301508.6
2011-11-21,1258932.7
2011-11-22,1272463.4
2011-11-23,1225980.6
2011-11-25,1211885.4
2011-11-28,1279061.5
2011-11-29,1262796.1
2011-11-30,1338600.3
2011-12-01,1361855.0
2011-12-02,1367115.9
2011-12-05,1383332.3
2011-12-06,1396475.5
2011-12-07,1401811.6
2011-12-08,1384704.0
2011-12-09,1415059.5
2011-12-12,1392018.0
2011-12-13,1377542.2
2011-12-14,1340466.2
